,Store,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,CompetitionOpenSince,Promo2Since,StoreType_a,StoreType_b,StoreType_c,StoreType_d,Assortment_a,Assortment_b,Assortment_c
951,952,6300.0,10,2013,0,01,1800,None,2013-10-01,1800-01-05,0,0,0,1,0,0,1
952,953,19830.0,04,2006,1,22,2011,"Mar,Jun,Sept,Dec",2006-04-01,2011-05-29,1,0,0,0,1,0,0
953,954,390.0,02,2013,1,10,2014,"Jan,Apr,Jul,Oct",2013-02-01,2014-03-09,1,0,0,0,1,0,0
954,955,1690.0,07,2009,1,36,2013,"Mar,Jun,Sept,Dec",2009-07-01,2013-09-08,0,0,0,1,0,0,1
955,956,2330.0,10,2014,1,18,2011,"Feb,May,Aug,Nov",2014-10-01,2011-05-01,1,0,0,0,1,0,0
956,957,1420.0,11,2012,0,01,1800,None,2012-11-01,1800-01-05,0,0,0,1,0,0,1
957,958,440.0,11,2013,0,01,1800,None,2013-11-01,1800-01-05,1,0,0,0,1,0,0
958,959,1060.0,12,2005,0,01,1800,None,2005-12-01,1800-01-05,1,0,0,0,0,0,1
959,960,8990.0,01,1800,1,31,2009,"Feb,May,Aug,Nov",1800-01-01,2009-08-02,0,0,0,1,1,0,0
960,961,9430.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,0,0,0,1,0,0,1
961,962,260.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,0,0,1,0,1,0,0
962,963,23620.0,11,2013,0,01,1800,None,2013-11-01,1800-01-05,1,0,0,0,0,0,1
963,964,270.0,01,1800,1,05,2013,"Feb,May,Aug,Nov",1800-01-01,2013-02-03,1,0,0,0,1,0,0
964,965,110.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,1,0,0,0,0,0,1
965,966,760.0,02,2008,0,01,1800,None,2008-02-01,1800-01-05,1,0,0,0,1,0,0
966,967,3560.0,09,2013,1,36,2013,"Jan,Apr,Jul,Oct",2013-09-01,2013-09-08,1,0,0,0,0,0,1
967,968,1190.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,0,0,1,0,1,0,0
968,969,600.0,11,1999,1,10,2013,"Jan,Apr,Jul,Oct",1999-11-01,2013-03-10,1,0,0,0,0,0,1
969,970,910.0,12,2014,1,37,2009,"Jan,Apr,Jul,Oct",2014-12-01,2009-09-13,1,0,0,0,1,0,0
970,971,1140.0,05,2011,1,14,2012,"Mar,Jun,Sept,Dec",2011-05-01,2012-04-01,0,0,1,0,1,0,0
971,972,14960.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,1,0,0,0,1,0,0
972,973,330.0,01,1800,1,28,2012,"Jan,Apr,Jul,Oct",1800-01-01,2012-07-08,0,0,0,1,0,0,1
973,974,150.0,03,2011,1,40,2014,"Jan,Apr,Jul,Oct",2011-03-01,2014-10-05,1,0,0,0,1,0,0
974,975,9630.0,01,1800,1,14,2011,"Jan,Apr,Jul,Oct",1800-01-01,2011-04-03,1,0,0,0,0,0,1
975,976,4180.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,1,0,0,0,1,0,0
976,977,520.0,09,2005,1,13,2010,"Jan,Apr,Jul,Oct",2005-09-01,2010-03-28,1,0,0,0,1,0,0
977,978,3890.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,0,0,1,0,0,0,1
978,979,2270.0,11,2005,1,14,2011,"Jan,Apr,Jul,Oct",2005-11-01,2011-04-03,1,0,0,0,0,0,1
979,980,4420.0,09,2005,0,01,1800,None,2005-09-01,1800-01-05,1,0,0,0,1,0,0
980,981,2620.0,11,2002,0,01,1800,None,2002-11-01,1800-01-05,0,0,0,1,0,0,1
981,982,21930.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,0,0,0,1,1,0,0
982,983,40.0,03,2014,1,01,2014,"Jan,Apr,Jul,Oct",2014-03-01,2014-01-05,1,0,0,0,1,0,0
983,984,440.0,01,1800,1,01,2013,"Jan,Apr,Jul,Oct",1800-01-01,2013-01-06,0,0,1,0,1,0,0
984,985,490.0,05,2007,1,13,2010,"Jan,Apr,Jul,Oct",2007-05-01,2010-03-28,0,0,1,0,0,0,1
985,986,620.0,10,2014,1,18,2014,"Feb,May,Aug,Nov",2014-10-01,2014-05-04,1,0,0,0,1,0,0
986,987,1690.0,06,2007,0,01,1800,None,2007-06-01,1800-01-05,0,0,1,0,1,0,0
987,988,30.0,11,2012,0,01,1800,None,2012-11-01,1800-01-05,1,0,0,0,1,0,0
988,989,1640.0,06,2006,1,40,2011,"Jan,Apr,Jul,Oct",2006-06-01,2011-10-02,1,0,0,0,1,0,0
989,990,20930.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,0,0,0,1,1,0,0
990,991,1010.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,1,0,0,0,1,0,0
991,992,2480.0,07,1990,0,01,1800,None,1990-07-01,1800-01-05,1,0,0,0,1,0,0
992,993,3460.0,10,2013,1,10,2014,"Jan,Apr,Jul,Oct",2013-10-01,2014-03-09,0,0,0,1,0,0,1
993,994,2290.0,07,2011,1,01,2012,"Jan,Apr,Jul,Oct",2011-07-01,2012-01-01,1,0,0,0,1,0,0
994,995,6560.0,12,2013,0,01,1800,None,2013-12-01,1800-01-05,0,0,0,1,1,0,0
995,996,2870.0,07,2015,1,13,2010,"Jan,Apr,Jul,Oct",2015-07-01,2010-03-28,0,0,1,0,1,0,0
996,997,5840.0,07,2010,1,37,2009,"Jan,Apr,Jul,Oct",2010-07-01,2009-09-13,0,0,0,1,0,0,1
997,998,780.0,09,2005,1,05,2013,"Feb,May,Aug,Nov",2005-09-01,2013-02-03,1,0,0,0,1,0,0
998,999,15140.0,02,2002,1,37,2009,"Jan,Apr,Jul,Oct",2002-02-01,2009-09-13,0,0,0,1,0,0,1
999,1000,2230.0,05,2009,1,40,2014,"Jan,Apr,Jul,Oct",2009-05-01,2014-10-05,1,0,0,0,0,0,1
1000,1001,19640.0,01,1800,1,14,2011,"Jan,Apr,Jul,Oct",1800-01-01,2011-04-03,0,0,1,0,1,0,0
1001,1002,1130.0,11,2008,0,01,1800,None,2008-11-01,1800-01-05,0,0,0,1,0,0,1
1002,1003,170.0,07,2013,1,27,2013,"Jan,Apr,Jul,Oct",2013-07-01,2013-07-07,1,0,0,0,1,0,0
1003,1004,970.0,01,1800,1,09,2011,"Mar,Jun,Sept,Dec",1800-01-01,2011-02-27,0,0,0,1,0,0,1
1004,1005,6480.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,1,0,0,0,1,0,0
1005,1006,3890.0,11,2006,1,05,2013,"Feb,May,Aug,Nov",2006-11-01,2013-02-03,0,0,1,0,0,0,1
1006,1007,4180.0,09,2012,0,01,1800,None,2012-09-01,1800-01-05,0,0,1,0,0,0,1
1007,1008,30.0,09,2010,0,01,1800,None,2010-09-01,1800-01-05,1,0,0,0,0,0,1
1008,1009,230.0,07,2004,1,10,2014,"Jan,Apr,Jul,Oct",2004-07-01,2014-03-09,1,0,0,0,1,0,0
1009,1010,4610.0,06,2010,1,18,2010,"Feb,May,Aug,Nov",2010-06-01,2010-05-02,0,0,0,1,0,0,1
1010,1011,490.0,09,2012,1,18,2011,"Feb,May,Aug,Nov",2012-09-01,2011-05-01,1,0,0,0,0,0,1
1011,1012,6330.0,06,2004,1,39,2010,"Jan,Apr,Jul,Oct",2004-06-01,2010-09-26,0,0,0,1,0,0,1
1012,1013,630.0,02,2015,1,31,2013,"Feb,May,Aug,Nov",2015-02-01,2013-08-04,1,0,0,0,1,0,0
1013,1014,210.0,01,1800,1,31,2013,"Jan,Apr,Jul,Oct",1800-01-01,2013-08-04,1,0,0,0,0,0,1
1014,1015,9910.0,12,2010,1,09,2011,"Mar,Jun,Sept,Dec",2010-12-01,2011-02-27,0,0,0,1,0,0,1
1015,1016,550.0,01,1800,1,35,2010,"Mar,Jun,Sept,Dec",1800-01-01,2010-08-29,0,0,1,0,0,0,1
1016,1017,110.0,11,2008,0,01,1800,None,2008-11-01,1800-01-05,0,0,1,0,1,0,0
1017,1018,140.0,09,2012,0,01,1800,None,2012-09-01,1800-01-05,0,0,1,0,0,0,1
1018,1019,2740.0,07,2014,1,13,2010,"Jan,Apr,Jul,Oct",2014-07-01,2010-03-28,0,0,0,1,0,0,1
1019,1020,40.0,08,2015,0,01,1800,None,2015-08-01,1800-01-05,1,0,0,0,1,0,0
1020,1021,1080.0,05,2011,0,01,1800,None,2011-05-01,1800-01-05,1,0,0,0,1,0,0
1021,1022,1520.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,1,0,0,0,0,0,1
1022,1023,3740.0,02,2002,1,14,2011,"Jan,Apr,Jul,Oct",2002-02-01,2011-04-03,0,0,1,0,1,0,0
1023,1024,1990.0,01,2012,0,01,1800,None,2012-01-01,1800-01-05,0,0,1,0,0,0,1
1024,1025,720.0,11,2009,0,01,1800,None,2009-11-01,1800-01-05,1,0,0,0,1,0,0
1025,1026,450.0,06,2011,1,48,2012,"Mar,Jun,Sept,Dec",2011-06-01,2012-11-25,0,0,1,0,1,0,0
1026,1027,190.0,06,2008,1,40,2011,"Jan,Apr,Jul,Oct",2008-06-01,2011-10-02,1,0,0,0,0,0,1
1027,1028,150.0,01,1800,1,31,2013,"Jan,Apr,Jul,Oct",1800-01-01,2013-08-04,1,0,0,0,1,0,0
1028,1029,1590.0,03,2006,0,01,1800,None,2006-03-01,1800-01-05,1,0,0,0,1,0,0
1029,1030,36410.0,04,2008,0,01,1800,None,2008-04-01,1800-01-05,1,0,0,0,1,0,0
1030,1031,590.0,05,2001,0,01,1800,None,2001-05-01,1800-01-05,0,0,0,1,1,0,0
1031,1032,270.0,02,2013,1,40,2012,"Jan,Apr,Jul,Oct",2013-02-01,2012-09-30,0,0,0,1,0,0,1
1032,1033,7680.0,03,2006,0,01,1800,None,2006-03-01,1800-01-05,1,0,0,0,1,0,0
1033,1034,13750.0,04,2015,0,01,1800,None,2015-04-01,1800-01-05,1,0,0,0,1,0,0
1034,1035,27150.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,1,0,0,0,1,0,0
1035,1036,9560.0,01,1800,1,36,2013,"Jan,Apr,Jul,Oct",1800-01-01,2013-09-08,0,0,0,1,0,0,1
1036,1037,150.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,1,0,0,0,0,0,1
1037,1038,17290.0,10,2013,0,01,1800,None,2013-10-01,1800-01-05,0,0,0,1,1,0,0
1038,1039,70.0,06,1990,1,22,2012,"Mar,Jun,Sept,Dec",1990-06-01,2012-05-27,1,0,0,0,0,0,1
1039,1040,4030.0,02,2013,1,10,2014,"Jan,Apr,Jul,Oct",2013-02-01,2014-03-09,1,0,0,0,1,0,0
1040,1041,1600.0,08,2013,1,40,2014,"Jan,Apr,Jul,Oct",2013-08-01,2014-10-05,0,0,1,0,1,0,0
1041,1042,3440.0,01,1800,1,31,2013,"Feb,May,Aug,Nov",1800-01-01,2013-08-04,1,0,0,0,1,0,0
1042,1043,420.0,03,2006,0,01,1800,None,2006-03-01,1800-01-05,0,0,1,0,1,0,0
1043,1044,240.0,04,2015,1,13,2010,"Jan,Apr,Jul,Oct",2015-04-01,2010-03-28,0,0,1,0,1,0,0
1044,1045,26990.0,12,2013,0,01,1800,None,2013-12-01,1800-01-05,1,0,0,0,0,0,1
1045,1046,29070.0,04,2005,0,01,1800,None,2005-04-01,1800-01-05,0,0,0,1,0,0,1
1046,1047,3750.0,01,1800,1,45,2009,"Feb,May,Aug,Nov",1800-01-01,2009-11-08,1,0,0,0,1,0,0
1047,1048,1860.0,09,2012,1,40,2012,"Jan,Apr,Jul,Oct",2012-09-01,2012-09-30,0,0,0,1,0,0,1
1048,1049,370.0,07,2012,1,14,2011,"Jan,Apr,Jul,Oct",2012-07-01,2011-04-03,1,0,0,0,1,0,0
1049,1050,13170.0,08,2014,1,09,2011,"Mar,Jun,Sept,Dec",2014-08-01,2011-02-27,0,0,0,1,0,0,1
1050,1051,200.0,07,1998,1,01,2012,"Jan,Apr,Jul,Oct",1998-07-01,2012-01-01,0,0,1,0,1,0,0
1051,1052,5080.0,01,1800,1,31,2013,"Feb,May,Aug,Nov",1800-01-01,2013-08-04,1,0,0,0,0,0,1
1052,1053,1710.0,07,2015,0,01,1800,None,2015-07-01,1800-01-05,1,0,0,0,1,0,0
1053,1054,13190.0,01,1800,1,45,2013,"Feb,May,Aug,Nov",1800-01-01,2013-11-10,1,0,0,0,0,0,1
1054,1055,1980.0,04,2009,0,01,1800,None,2009-04-01,1800-01-05,0,0,1,0,1,0,0
1055,1056,5350.0,01,1800,1,40,2012,"Jan,Apr,Jul,Oct",1800-01-01,2012-09-30,0,0,0,1,0,0,1
1056,1057,3230.0,11,2011,0,01,1800,None,2011-11-01,1800-01-05,0,0,0,1,0,0,1
1057,1058,180.0,01,1800,1,35,2010,"Mar,Jun,Sept,Dec",1800-01-01,2010-08-29,1,0,0,0,0,0,1
1058,1059,3380.0,04,2013,0,01,1800,None,2013-04-01,1800-01-05,0,0,1,0,1,0,0
1059,1060,3430.0,01,1800,1,31,2013,"Feb,May,Aug,Nov",1800-01-01,2013-08-04,1,0,0,0,0,0,1
1060,1061,8110.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,0,0,0,1,0,0,1
1061,1062,190.0,09,2012,1,40,2012,"Feb,May,Aug,Nov",2012-09-01,2012-09-30,0,0,0,1,1,0,0
1062,1063,6250.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,1,0,0,0,0,0,1
1063,1064,420.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,1,0,0,0,0,0,1
1064,1065,1290.0,01,1800,1,35,2011,"Mar,Jun,Sept,Dec",1800-01-01,2011-08-28,1,0,0,0,1,0,0
1065,1066,3350.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,1,0,0,0,1,0,0
1066,1067,12020.0,07,2009,0,01,1800,None,2009-07-01,1800-01-05,0,0,0,1,0,0,1
1067,1068,5010.0,01,1800,1,05,2013,"Jan,Apr,Jul,Oct",1800-01-01,2013-02-03,0,0,0,1,0,0,1
1068,1069,18050.0,01,1800,1,14,2011,"Jan,Apr,Jul,Oct",1800-01-01,2011-04-03,1,0,0,0,0,0,1
1069,1070,400.0,10,2008,0,01,1800,None,2008-10-01,1800-01-05,0,0,1,0,0,0,1
1070,1071,820.0,03,2012,1,35,2012,"Mar,Jun,Sept,Dec",2012-03-01,2012-08-26,1,0,0,0,1,0,0
1071,1072,5380.0,08,2015,1,05,2010,"Feb,May,Aug,Nov",2015-08-01,2010-01-31,1,0,0,0,0,0,1
1072,1073,1710.0,01,1800,1,44,2012,"Jan,Apr,Jul,Oct",1800-01-01,2012-10-28,1,0,0,0,0,0,1
1073,1074,3330.0,10,2001,1,14,2011,"Jan,Apr,Jul,Oct",2001-10-01,2011-04-03,0,0,1,0,0,0,1
1074,1075,1410.0,10,2013,0,01,1800,None,2013-10-01,1800-01-05,1,0,0,0,0,0,1
1075,1076,90.0,01,1800,1,01,2013,"Jan,Apr,Jul,Oct",1800-01-01,2013-01-06,1,0,0,0,0,0,1
1076,1077,3750.0,11,2001,1,35,2010,"Mar,Jun,Sept,Dec",2001-11-01,2010-08-29,1,0,0,0,1,0,0
1077,1078,670.0,01,1800,1,40,2011,"Jan,Apr,Jul,Oct",1800-01-01,2011-10-02,0,0,0,1,0,0,1
1078,1079,16680.0,01,1800,1,37,2009,"Jan,Apr,Jul,Oct",1800-01-01,2009-09-13,1,0,0,0,1,0,0
1079,1080,2410.0,01,1800,1,40,2014,"Jan,Apr,Jul,Oct",1800-01-01,2014-10-05,1,0,0,0,1,0,0
1080,1081,400.0,03,2006,0,01,1800,None,2006-03-01,1800-01-05,0,1,0,0,1,0,0
1081,1082,440.0,04,2002,0,01,1800,None,2002-04-01,1800-01-05,0,0,1,0,1,0,0
1082,1083,11540.0,01,1800,1,05,2013,"Feb,May,Aug,Nov",1800-01-01,2013-02-03,0,0,0,1,0,0,1
1083,1084,190.0,01,1800,1,13,2010,"Jan,Apr,Jul,Oct",1800-01-01,2010-03-28,1,0,0,0,1,0,0
1084,1085,4030.0,02,2015,0,01,1800,None,2015-02-01,1800-01-05,0,0,1,0,1,0,0
1085,1086,180.0,11,2013,1,18,2011,"Feb,May,Aug,Nov",2013-11-01,2011-05-01,1,0,0,0,1,0,0
1086,1087,2210.0,11,2011,0,01,1800,None,2011-11-01,1800-01-05,0,0,0,1,0,0,1
1087,1088,4300.0,03,2009,1,27,2013,"Jan,Apr,Jul,Oct",2009-03-01,2013-07-07,1,0,0,0,1,0,0
1088,1089,5220.0,05,2009,0,01,1800,None,2009-05-01,1800-01-05,0,0,0,1,1,0,0
1089,1090,330.0,01,1800,1,14,2011,"Jan,Apr,Jul,Oct",1800-01-01,2011-04-03,1,0,0,0,1,0,0
1090,1091,9990.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,1,0,0,0,0,0,1
1091,1092,300.0,07,2000,1,40,2014,"Jan,Apr,Jul,Oct",2000-07-01,2014-10-05,1,0,0,0,1,0,0
1092,1093,10450.0,06,2009,0,01,1800,None,2009-06-01,1800-01-05,0,0,1,0,0,0,1
1093,1094,2380.0,03,2013,1,40,2014,"Jan,Apr,Jul,Oct",2013-03-01,2014-10-05,0,0,0,1,1,0,0
1094,1095,690.0,06,2007,1,14,2011,"Jan,Apr,Jul,Oct",2007-06-01,2011-04-03,1,0,0,0,1,0,0
1095,1096,1130.0,01,1800,1,10,2014,"Mar,Jun,Sept,Dec",1800-01-01,2014-03-09,1,0,0,0,0,0,1
1096,1097,720.0,03,2002,0,01,1800,None,2002-03-01,1800-01-05,0,1,0,0,0,1,0
1097,1098,1830.0,11,2004,0,01,1800,None,2004-11-01,1800-01-05,1,0,0,0,1,0,0
1098,1099,200.0,04,2013,1,14,2013,"Jan,Apr,Jul,Oct",2013-04-01,2013-04-07,1,0,0,0,0,0,1
1099,1100,540.0,01,1800,1,14,2011,"Jan,Apr,Jul,Oct",1800-01-01,2011-04-03,1,0,0,0,1,0,0
1100,1101,4060.0,09,2012,0,01,1800,None,2012-09-01,1800-01-05,0,0,0,1,0,0,1
1101,1102,850.0,11,2012,1,40,2014,"Jan,Apr,Jul,Oct",2012-11-01,2014-10-05,1,0,0,0,1,0,0
1102,1103,1340.0,10,2006,1,05,2013,"Feb,May,Aug,Nov",2006-10-01,2013-02-03,0,0,0,1,0,0,1
1103,1104,260.0,02,2012,1,14,2011,"Jan,Apr,Jul,Oct",2012-02-01,2011-04-03,0,0,0,1,1,0,0
1104,1105,330.0,11,2008,1,05,2013,"Feb,May,Aug,Nov",2008-11-01,2013-02-03,0,0,1,0,0,0,1
1105,1106,5330.0,09,2011,1,31,2013,"Jan,Apr,Jul,Oct",2011-09-01,2013-08-04,1,0,0,0,0,0,1
1106,1107,1400.0,06,2012,1,13,2010,"Jan,Apr,Jul,Oct",2012-06-01,2010-03-28,1,0,0,0,1,0,0
1107,1108,540.0,04,2004,0,01,1800,None,2004-04-01,1800-01-05,1,0,0,0,1,0,0
1108,1109,3490.0,04,2011,1,22,2012,"Jan,Apr,Jul,Oct",2011-04-01,2012-05-27,0,0,1,0,1,0,0
1109,1110,900.0,09,2010,0,01,1800,None,2010-09-01,1800-01-05,0,0,1,0,0,0,1
1110,1111,1900.0,06,2014,1,31,2013,"Jan,Apr,Jul,Oct",2014-06-01,2013-08-04,1,0,0,0,1,0,0
1111,1112,1880.0,04,2006,0,01,1800,None,2006-04-01,1800-01-05,0,0,1,0,0,0,1
1112,1113,9260.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,1,0,0,0,0,0,1
1113,1114,870.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,1,0,0,0,0,0,1
1114,1115,5350.0,01,1800,1,22,2012,"Mar,Jun,Sept,Dec",1800-01-01,2012-05-27,0,0,0,1,0,0,1
